frequency_Hz,S11_real,S11_imag,S21_real,S21_imag,S11_dB,S21_dB,S21_phase_unwrapped_rad,group_delay_s,Zin_real_ohm,Zin_imag_ohm
3.000000000000000000e+08,3.805010795576609373e-01,-4.732764020627185930e-01,-6.341623996568791777e-02,4.189773920640668670e-02,-4.332425037969755088e+00,-2.238294622253173216e+01,-3.725438060027716602e+00,8.766645335471578685e-09,5.192991848648328101e+01,-7.787103979032536927e+01
3.005000000000000000e+08,3.745582868200882931e-01,-4.698949755727451216e-01,-6.293111773902661243e-02,4.411961569836286845e-02,-4.423782866167532468e+00,-2.228642876110757598e+01,-3.753041672699472642e+00,8.805894814407797951e-09,5.219992790329749255e+01,-7.678290656613455667e+01
3.010000000000000000e+08,3.686391402414072593e-01,-4.663979463455088514e-01,-6.236368116637343306e-02,4.635252068951579985e-02,-4.517065917404964992e+00,-2.219122362851603469e+01,-3.780767128942174260e+00,8.844208075710858558e-09,5.246976202824200897e+01,-7.569630874926062347e+01
3.015000000000000000e+08,3.627462928313446300e-01,-4.627849942623344925e-01,-6.171237821240602162e-02,4.859314258676682846e-02,-4.612317520178811137e+00,-2.209735169372099151e+01,-3.808611470934418985e+00,8.881575364826096632e-09,5.273940083842308013e+01,-7.461118310127258724e+01
3.020000000000000000e+08,3.568824299913942455e-01,-4.590558573865364256e-01,-6.097580280733012892e-02,5.083805172472154882e-02,-4.709582344484294580e+00,-2.200483284657130412e+01,-3.836571712779056398e+00,8.917988509128592019e-09,5.300882643195251376e+01,-7.352746580297616674e+01
3.025000000000000000e+08,3.510502690109075230e-01,-4.552103336631622144e-01,-6.015270295727884187e-02,5.308370743760620902e-02,-4.808906437492261432e+00,-2.191368602022381040e+01,-3.864644845304573639e+00,8.953440812141564546e-09,5.327802301390983786e+01,-7.244509254141881627e+01
3.030000000000000000e+08,3.452525584850628104e-01,-4.512482826990679152e-01,-5.924198847769697462e-02,5.532646567751965672e-02,-4.910337258028858898e+00,-2.182392921455400980e+01,-3.892827840538607642e+00,8.987926950751466973e-09,5.354697687904243963e+01,-7.136399859346686014e+01
3.035000000000000000e+08,3.394920776447606370e-01,-4.471696276199043085e-01,-5.824273831283997838e-02,5.756258715697198936e-02,-5.013923709493307790e+00,-2.173557952035366370e+01,-3.921117655863537887e+00,9.021442875703954182e-09,5.381567639150851790e+01,-7.028411890589207189e+01
3.040000000000000000e+08,3.337716355886712338e-01,-4.429743569997074970e-01,-5.715420740591795057e-02,5.978824599114795219e-02,-5.119716170778985997e+00,-2.164865314413156128e+01,-3.949511237864789415e+00,9.053985715598839594e-09,5.408411196196286852e+01,-6.920538817193002501e+01
3.045000000000000000e+08,3.280940704078498249e-01,-4.386625268579157355e-01,-5.597583308598930163e-02,6.199953881293632924e-02,-5.227766524680443894e+00,-2.156316543334856561e+01,-3.978005525883204108e+00,9.085553684556515901e-09,5.435227602227731580e+01,-6.812774090428516161e+01
3.050000000000000000e+08,3.224622481936504914e-01,-4.342342627177693259e-01,-5.470724093944319411e-02,6.419249433145296502e-02,-5.338128183170871566e+00,-2.147913090193431884e+01,-4.006597455283187337e+00,9.116145993670824820e-09,5.462016299818276366e+01,-6.705111150457813096e+01
3.055000000000000000e+08,3.168790619200232972e-01,-4.296897617191949292e-01,-5.334825013580318798e-02,6.636308330261163346e-02,-5.450856108819076340e+00,-2.139656325594639696e+01,-4.035283960448739826e+00,9.145762766337420227e-09,5.488776928011107259e+01,-6.597543432924658191e+01
3.060000000000000000e+08,3.113474301917139031e-01,-4.250292947784851116e-01,-5.189887817962852284e-02,6.850722887823296192e-02,-5.566006831478244266e+00,-2.131547541924699729e+01,-4.064061977519589419e+00,9.174404957490553068e-09,5.515509319250563181e+01,-6.490064375192692125e+01
3.065000000000000000e+08,3.058702958503812241e-01,-4.202532087862579369e-01,-5.035934506246669828e-02,7.062081729827063281e-02,-5.683638459218247618e+00,-2.123587955908469382e+01,-4.092928446879760429e+00,9.202074276764795179e-09,5.542213496186186461e+01,-6.382667422235935817e+01
3.070000000000000000e+08,3.004506244312041274e-01,-4.153619288344346239e-01,-4.873007679112174861e-02,7.269970888896554184e-02,-5.803810682283532252e+00,-2.115778711148097457e+01,-4.121880315410932027e+00,9.228773115561796763e-09,5.568889668375046398e+01,-6.275346032187072609e+01
3.075000000000000000e+08,2.950914024631920984e-01,-4.103559604622797896e-01,-4.701170827093530818e-02,7.473974932812310623e-02,-5.926584768634532097e+00,-2.108120880633243388e+01,-4.150914538522751052e+00,9.254504477975596574e-09,5.595538228906205092e+01,-6.168093681550787011e+01
3.080000000000000000e+08,2.897956356070825468e-01,-4.052358919108350888e-01,-4.520508552530930896e-02,7.673678113726728478e-02,-6.052023549367762101e+00,-2.100615469214995557e+01,-4.180028081972177567e+00,9.279271915522804101e-09,5.622159750970687497e+01,-6.060903870090194090e+01
3.085000000000000000e+08,2.845663466254465535e-01,-4.000023963744753774e-01,-4.331126723533866574e-02,7.868665535914590170e-02,-6.180191391999027672e+00,-2.093263416036606728e+01,-4.209217923483689283e+00,9.303079465590409353e-09,5.648754984398819090e+01,-5.953770125395766399e+01
3.090000000000000000e+08,2.794065731804419861e-01,-3.946562342377502586e-01,-4.133152558613731320e-02,8.058524337797136339e-02,-6.311154159228156146e+00,-2.086065596914993492e+01,-4.238481054181898244e+00,9.325931593509952459e-09,5.675324852185902103e+01,-5.846686007147472708e+01
3.095000000000000000e+08,2.743193654554546557e-01,-3.891982552851374066e-01,-3.926734640923545960e-02,8.242844883886077390e-02,-6.444979150373449706e+00,-2.079022826667868884e+01,-4.267814479847793940e+00,9.347833138154820923e-09,5.701870447025872579e+01,-5.739645111081392770e+01
3.100000000000000000e+08,2.693077835978037737e-01,-3.836294008708984182e-01,-3.712042861327554538e-02,8.421221962222275037e-02,-6.581735022155811521e+00,-2.072135861382037092e+01,-4.297215222009519664e+00,9.368789260943254607e-09,5.728393027871653942e+01,-5.632641072673614246e+01
3.105000000000000000e+08,2.643748949805612702e-01,-3.779507060358276993e-01,-3.489268289813140383e-02,8.593255982830637352e-02,-6.721491684915373632e+00,-2.065405400619095388e+01,-4.326680318878213249e+00,9.388805398129638496e-09,5.754894016539367385e+01,-5.525667570554352181e+01
3.110000000000000000e+08,2.595237712825473331e-01,-3.721633015573758696e-01,-3.258622975050934345e-02,8.758554172678698069e-02,-6.864320169638647329e+00,-2.058832089555441769e+01,-4.356206826139015220e+00,9.407887216255228349e-09,5.781374994372650633e+01,-5.418718329666873501e+01
3.115000000000000000e+08,2.547574853865132161e-01,-3.662684159193581590e-01,-3.020339672203820741e-02,8.916731762613265555e-02,-7.010292460346102317e+00,-2.052416521053995524e+01,-4.385791817606992105e+00,9.426040570631148431e-09,5.807837698981882824e+01,-5.311787124185595843e+01
3.120000000000000000e+08,2.500791080965699131e-01,-3.602673771873037833e-01,-2.774671499381580614e-02,9.067413161754882267e-02,-7.159481285413756169e+00,-2.046159237665592912e+01,-4.415432385757284806e+00,9.443271466723324115e-09,5.834284021071918147e+01,-5.204867780209179529e+01
3.125000000000000000e+08,2.454917046769345412e-01,-3.541616147753764987e-01,-2.521891523432562981e-02,9.210233114856343495e-02,-7.311959860255219823e+00,-2.040060733558444284e+01,-4.445125642138415323e+00,9.459586024305729919e-09,5.860716001370666817e+01,-5.097954178244299328e+01
3.130000000000000000e+08,2.409983312151337820e-01,-3.479526610907879292e-01,-2.262292276057418366e-02,9.344837838176528466e-02,-7.467801572441123525e+00,-2.034121456374471393e+01,-4.474868717677205510e+00,9.474990444253733357e-09,5.887135827669511912e+01,-4.991040255496732669e+01
3.135000000000000000e+08,2.366020308138573613e-01,-3.416421530416677288e-01,-1.996185201518993479e-02,9.470886129486409677e-02,-7.627079598748535361e+00,-2.028341809011691055e+01,-4.504658762883417822e+00,9.489490977846668020e-09,5.913545831985410217e+01,-4.884120007986648915e+01
3.140000000000000000e+08,2.323058296166982672e-01,-3.352318333944719342e-01,-1.723900037507139146e-02,9.588050447908715024e-02,-7.789866441775093797e+00,-2.022722151332128959e+01,-4.534492947961823894e+00,9.503093898455863188e-09,5.939948487853080650e+01,-4.777187492504943833e+01
3.145000000000000000e+08,2.281127326741081707e-01,-3.287235519672567774e-01,-1.445784130996811100e-02,9.696017959395766828e-02,-7.956233371575444302e+00,-2.017262801795052596e+01,-4.564368462838942264e+00,9.515805475488428074e-09,5.966346407754447512e+01,-4.670236828428493681e+01
3.150000000000000000e+08,2.240257196569100939e-01,-3.221192666453820963e-01,-1.162201691208125491e-02,9.794491543772518294e-02,-8.126249755236205630e+00,-2.011964039015527206e+01,-4.594282517111393460e+00,9.527631950474241164e-09,5.992742340691349767e+01,-4.563262199411466469e+01
3.155000000000000000e+08,2.200477404257671632e-01,-3.154210442066179843e-01,-8.735329820408199719e-03,9.883190759411279724e-02,-8.299982254341767174e+00,-2.006826103248540605e+01,-4.624232339922377477e+00,9.538579515171313208e-09,6.019139169906095077e+01,-4.456257854970706234e+01
3.160000000000000000e+08,2.161817104660085920e-01,-3.086310609430392704e-01,-5.801734566076953772e-03,9.961852761762325648e-02,-8.477493866843447634e+00,-2.001849197799109703e+01,-4.654215179772480226e+00,9.548654291587350483e-09,6.045539910753335278e+01,-4.349218111982635548e+01
3.165000000000000000e+08,2.124305061982012521e-01,-3.017516030676394845e-01,-2.825328367345302828e-03,1.003023317213804777e-01,-8.658842785866552205e+00,-1.997033490358934671e+01,-4.684228304270617649e+00,9.557862313802427752e-09,6.071947708725345194e+01,-4.242137356109615354e+01
3.170000000000000000e+08,2.087969601758143390e-01,-2.947850668941581764e-01,1.896585947678114099e-04,1.008810689333811683e-01,-8.844081043418110966e+00,-1.992379114270334739e+01,-4.714268999830609985e+00,9.566209511492079849e-09,6.098365837631814657e+01,-4.135010043173151217e+01
3.175000000000000000e+08,2.052838561822298846e-01,-2.877339587793114051e-01,3.238873387080907010e-03,1.013526886890817602e-01,-9.033252901739674101e+00,-1.987886169718228757e+01,-4.744334571318624683e+00,9.573701695056791262e-09,6.124797697933763629e+01,-4.027830700491524141e+01
3.180000000000000000e+08,2.018939242402432721e-01,-2.806008948173235318e-01,6.317850985910371427e-03,1.017153478304234915e-01,-9.226392949150060474e+00,-1.983554724851126849e+01,-4.774422341656309854e+00,9.580344542263121887e-09,6.151246815230355480e+01,-3.920593928199043177e+01
3.185000000000000000e+08,1.986298355479996502e-01,-2.733886002774783552e-01,9.422025352752529115e-03,1.019674169837255506e-01,-9.423523850634150989e+00,-1.979384816832054383e+01,-4.804529651384291888e+00,9.586143586309859827e-09,6.177716838895901930e+01,-3.813294400563858488e+01
3.190000000000000000e+08,1.954941973561078739e-01,-2.660999087762612736e-01,1.254674088522482640e-02,1.021074862913050885e-01,-9.624653696193851360e+00,-1.975376452820461992e+01,-4.834653858190326225e+00,9.591104205235344997e-09,6.204211540863516205e+01,-3.705926867321085894e+01
3.195000000000000000e+08,1.924895478013660954e-01,-2.587377611765848684e-01,1.568726420295757373e-02,1.021343704742312536e-01,-9.829772882199801387e+00,-1.971529610886176087e+01,-4.864792336406253526e+00,9.595231612594918624e-09,6.230734814550596923e+01,-3.598486155037369372e+01
3.200000000000000000e+08,1.896183507132100654e-01,-2.513052042075796799e-01,1.883879622674066237e-02,1.020471132062601566e-01,-1.003885045288831179e+01,-1.967844240856490501e+01,-4.894942476477568860e+00,9.598530849330889264e-09,6.257290673920374502e+01,-3.490967168522922748e+01
3.205000000000000000e+08,1.868829904095543615e-01,-2.438053887994517943e-01,2.199648450803949953e-02,1.018449907817240291e-01,-1.025182982112708885e+01,-1.964320265097496332e+01,-4.925101684409280089e+00,9.601006776772970161e-09,6.283883252672569597e+01,-3.383364892306374117e+01
3.210000000000000000e+08,1.842857664992328115e-01,-2.362415681289803948e-01,2.515543576497833791e-02,1.015275150629462303e-01,-1.046862378024522044e+01,-1.960957579230760928e+01,-4.955267381191519327e+00,9.602664070705872241e-09,6.310516803555400145e+01,-3.275674392187245587e+01
3.215000000000000000e+08,1.818288887086827454e-01,-2.286170953723535570e-01,2.831072858005694026e-02,1.010944356956089279e-01,-1.068910871303975441e+01,-1.957756052786469780e+01,-4.985437002208119139e+00,9.603507216448466211e-09,6.337195697790043170e+01,-3.167890816880531446e+01
3.220000000000000000e+08,1.795144717508802279e-01,-2.209354211631890386e-01,3.145742621424466035e-02,1.005457415834045964e-01,-1.091311790143570981e+01,-1.954715529794111006e+01,-5.015607996631302967e+00,9.603540504893797644e-09,6.363924424597733775e+01,-3.060009399767063343e+01
3.225000000000000000e+08,1.773445302548245228e-01,-2.132000907547660362e-01,3.459058949164645069e-02,9.988166161623875106e-02,-1.114043384269269232e+01,-1.951835829311787052e+01,-5.045777826805371902e+00,9.602768029459662497e-09,6.390707590818806949e+01,-2.952025460762839870e+01
3.230000000000000000e+08,1.753209737740737129e-01,-2.054147408866921487e-01,3.770528970870513918e-02,9.910266464920307328e-02,-1.137077948830573071e+01,-1.949116745895199188e+01,-5.075943967622256636e+00,9.601193683916920505e-09,6.417549920612093217e+01,-2.843934408319590545e+01
3.235000000000000000e+08,1.734456018929635412e-01,-1.975830963574821408e-01,4.079662152184500984e-02,9.820945873250316871e-02,-1.160380834360168478e+01,-1.946558050007329399e+01,-5.106103905891545836e+00,9.598821161045677420e-09,6.444456255222122820e+01,-2.735731741568592668e+01
3.240000000000000000e+08,1.717200994491733523e-01,-1.897089663057326958e-01,4.385971576762457552e-02,9.720298959547618578e-02,-1.183909340441075209e+01,-1.944159488369809807e+01,-5.136255139707584405e+00,9.595653952094560345e-09,6.471431552800903830e+01,-2.627413052618537392e+01
3.245000000000000000e+08,1.701460318912591252e-01,-1.817962402038390546e-01,4.688975216980791061e-02,9.608443839076537263e-02,-1.207611496829825981e+01,-1.941920784256934240e+01,-5.166395177816125006e+00,9.591695347013969436e-09,6.498480888270105993e+01,-2.518974029017704552e+01
3.250000000000000000e+08,1.687248407896410340e-01,-1.738488835694485257e-01,4.988197188829968792e-02,9.485521870761957908e-02,-1.231424744913078584e+01,-1.939841637733235302e+01,-5.196521538982883825e+00,9.586948435435565625e-09,6.525609453208714683e+01,-2.410410456389886491e+01
3.255000000000000000e+08,1.674578395193174751e-01,-1.658709334010747549e-01,5.283168986562368497e-02,9.351697286613450122e-02,-1.255274545358958882e+01,-1.937921725835509434e+01,-5.226631751366342726e+00,9.581416108380100802e-09,6.552822555750616118e+01,-2.301718221252541952e+01
3.260000000000000000e+08,1.663462091322668313e-01,-1.578664933455447006e-01,5.573430692753211096e-02,9.207156750704652282e-02,-1.279072955505760234e+01,-1.936160702700141556e+01,-5.256723351897031549e+00,9.575101060674214567e-09,6.580125620475541837e+01,-2.192893314024911078e+01
3.265000000000000000e+08,1.653909944371163565e-01,-1.498397286061415035e-01,5.858532159543548140e-02,9.052108849440643201e-02,-1.302717243091693788e+01,-1.934558199636533615e+01,-5.286793885665528769e+00,9.568005794067091965e-09,6.607524188276482846e+01,-2.083931832232699222e+01
3.270000000000000000e+08,1.645931003031755324e-01,-1.417948606015168311e-01,6.138034156960311960e-02,8.886783515110008302e-02,-1.326088631612632085e+01,-1.933113825147419718e+01,-5.316840905321321920e+00,9.560132621035864879e-09,6.635023916185650705e+01,-1.974829983915118703e+01
3.275000000000000000e+08,1.639532882053857388e-01,-1.337361613865981624e-01,6.411509484353074273e-02,8.711431384971950187e-02,-1.349051306282173357e+01,-1.931827164896808569e+01,-5.346861970484710902e+00,9.551483669272027910e-09,6.662630577140672017e+01,-1.865584091239059106e+01
3.280000000000000000e+08,1.634721730260946526e-01,-1.256679478478433531e-01,6.678544041146419752e-02,8.526323098372463882e-02,-1.371451846214120351e+01,-1.930697781626266618e+01,-5.376854647173858304e+00,9.542060886850880461e-09,6.690350059671919780e+01,-1.756190594324019472e+01
3.285000000000000000e+08,1.631502201288559939e-01,-1.175945756862752795e-01,6.938737853282753165e-02,8.331748534614911994e-02,-1.393119283915711826e+01,-1.929725215020226159e+01,-5.406816507249184056e+00,9.531866048084947913e-09,6.718188367491467261e+01,-1.646646055280299237e+01
3.290000000000000000e+08,1.629877427186615380e-01,-1.095204332027832211e-01,7.191706051919131981e-02,8.128015994529909360e-02,-1.413866020636547916e+01,-1.928908981520982024e+01,-5.436745127877190775e+00,9.520900760060005488e-09,6.746151618963367014e+01,-1.536947162461969896e+01
3.295000000000000000e+08,1.629848995021573321e-01,-1.014499349011588059e-01,7.437079801145377034e-02,7.915451328894480831e-02,-1.433489835768448017e+01,-1.928248574094023127e+01,-5.466638091015908252e+00,9.509166469866939669e-09,6.774246046434639368e+01,-1.427090734934833449e+01
3.300000000000000000e+08,1.631416926604672413e-01,-9.338751492525580733e-02,7.674507171706658470e-02,7.694397017041597342e-02,-1.451777208109502837e+01,-1.927743461944315229e+01,-5.496492982924181980e+00,9.496664472540246866e-09,6.802477995405769207e+01,-1.317073727158174457e+01
3.305000000000000000e+08,1.634579661462527422e-01,-8.533762034756388337e-02,7.903653957939789365e-02,7.465211199177347601e-02,-1.468508103580868251e+01,-1.927393090184173019e+01,-5.526307393696986203e+00,9.483395919710686725e-09,6.830853923519109117e+01,-1.206893233878156835e+01
3.310000000000000000e+08,1.639334043155861731e-01,-7.730470432726380126e-02,8.124204435371115696e-02,7.228266666082799885e-02,-1.483462268075024859e+01,-1.927196879453325451e+01,-5.556078916829076064e+00,9.469361828993160046e-09,6.859380399343071133e+01,-1.096546495228973939e+01
3.315000000000000000e+08,1.645675309041088052e-01,-6.929321915660031916e-02,8.335862056669675335e-02,6.983949810021385096e-02,-1.496426893763155874e+01,-1.927154225491797135e+01,-5.585805148809284582e+00,9.454563094125375519e-09,6.888064100929770461e+01,-9.860309020367843402e+00
3.320000000000000000e+08,1.653597083557849234e-01,-6.130760921503402433e-02,8.538350083904740206e-02,6.732659540798957565e-02,-1.507205314302309773e+01,-1.927264498666251669e+01,-5.615483688747885616e+00,9.439000495878904639e-09,6.916911814123442070e+01,-8.753440013194758507e+00
3.325000000000000000e+08,1.663091375113630588e-01,-5.335230385127540109e-02,8.731412155317934409e-02,6.474806171033414826e-02,-1.515626158251817657e+01,-1.927527043450431066e+01,-5.645112138039452887e+00,9.422674713766553461e-09,6.945930430596646943e+01,-7.644835019744224525e+00
3.330000000000000000e+08,1.674148576623986917e-01,-4.543171021377533092e-02,8.914812785087786184e-02,6.210810274781556478e-02,-1.521552196149323244e+01,-1.927941177860390454e+01,-5.674688100063757012e+00,9.405586338566697640e-09,6.975126945591078709e+01,-6.534472806441960380e+00
3.335000000000000000e+08,1.686757469754365801e-01,-3.755020605067720119e-02,9.088337794836390260e-02,5.941101523744495710e-02,-1.524888008421573815e+01,-1.928506192845239298e+01,-5.704209179927342888e+00,9.387735885697615033e-09,7.004508455339880868e+01,-5.422333877486313014e+00
3.340000000000000000e+08,1.700905232896157970e-01,-2.971213250061096461e-02,9.251794675902400011e-02,5.666117505328160942e-02,-1.525585624339580093e+01,-1.929221351634150494e+01,-5.733672984248453730e+00,9.369123809465003382e-09,7.034082154148049426e+01,-4.308400536701697092e+00
3.345000000000000000e+08,1.716577452896470291e-01,-2.192178689593099819e-02,9.405012881681844295e-02,5.386302526871901419e-02,-1.523647456768489050e+01,-1.930085889040477198e+01,-5.763077120988121749e+00,9.349750518214340954e-09,7.063855331107787094e+01,-3.192656950771636026e+00
3.350000000000000000e+08,1.733758140547521642e-01,-1.418341560019528713e-02,9.547844049615537843e-02,5.102106410376997664e-02,-1.519126165379416449e+01,-1.931099010723857390e+01,-5.792419199330293367e+00,9.329616390418159791e-09,7.093835366425693678e+01,-2.075089213681895917e+00
3.355000000000000000e+08,1.752429749828038619e-01,-6.501206901750765897e-03,9.680162152679405718e-02,4.813983282066482128e-02,-1.512121465610284154e+01,-1.932259892411283886e+01,-5.821696829614017688e+00,9.308721791733806959e-09,7.124029727339097917e+01,-9.556854121826356963e-01
3.360000000000000000e+08,1.772573200875201538e-01,1.120716014703620166e-03,9.801863580508488050e-02,4.522390361090544708e-02,-1.502774281611953100e+01,-1.933567679078219115e+01,-5.850907623320739326e+00,9.287067093059328247e-09,7.154445963598996627e+01,1.655643079401739881e-01
3.365000000000000000e+08,1.794167906652148203e-01,8.678301996811872004e-03,9.912867150558681006e-02,4.227786751655253361e-02,-1.491258939477296508e+01,-1.935021484090917809e+01,-5.880049193119919693e+00,9.264652689621038000e-09,7.185091702497753374e+01,1.288667675016726966e+00
3.370000000000000000e+08,1.817191803262435401e-01,1.616757873193559389e-02,1.001311404997789339e-01,3.930632242799154963e-02,-1.477774258521813522e+01,-1.936620388311263596e+01,-5.909119152976286315e+00,9.241479021130362157e-09,7.215974643420373980e+01,2.413630224322879325e+00
3.375000000000000000e+08,1.841621383849235682e-01,2.358465941189209769e-02,1.010256770912143359e-01,3.631386119972167259e-02,-1.462534408699149857e+01,-1.938363439165549096e+01,-5.938115118322093267e+00,9.217546593038330125e-09,7.247102551898854017e+01,3.540455230862153080e+00
3.380000000000000000e+08,1.867431736003896947e-01,3.092574923411892454e-02,1.018121360790304186e-01,3.330505992483457495e-02,-1.445760284454782330e+01,-1.940249649678787947e+01,-5.967034706297908997e+00,9.192855998918526286e-09,7.278483253150211851e+01,4.669143642400467975e+00
3.385000000000000000e+08,1.894596582595300116e-01,3.818715171875814579e-02,1.024905901642211153e-01,3.028446640782157459e-02,-1.427671946555611271e+01,-1.942277997476302076e+01,-5.995875536065515377e+00,9.167407944013547138e-09,7.310124625079897953e+01,5.799694013074383925e+00
3.390000000000000000e+08,1.923088325918818342e-01,4.536527482171628933e-02,1.030613267154835005e-01,2.725658887415166945e-02,-1.408482456844570230e+01,-1.944447423754536075e+01,-6.024635229196655395e+00,9.141203269972598524e-09,7.342034590733773314e+01,6.932102437921726867e+00
3.395000000000000000e+08,1.952878095051057139e-01,5.245663682432762792e-02,1.035248439137625015e-01,2.422588495373899364e-02,-1.388393220782970339e+01,-1.946756832223219646e+01,-6.053311410141351878e+00,9.114242980802785186e-09,7.374221110183199812e+01,8.066362488700571376e+00
3.400000000000000000e+08,1.983935796284799491e-01,5.945787198098544113e-02,1.038818462968286171e-01,2.119675097392603388e-02,-1.367590786791520330e+01,-1.949205088021240684e+01,-6.081901706779700767e+00,9.086528270063844694e-09,7.406692171829868698e+01,9.202465151392678067e+00
3.405000000000000000e+08,2.016230166506760568e-01,6.636573590686836721e-02,1.041332397273180693e-01,1.817351159600473498e-02,-1.346244940304903892e+01,-1.951791016608833118e+01,-6.110403751061087796e+00,9.058060549326231008e-09,7.439455783118759769e+01,1.034039876580975204e+01
3.410000000000000000e+08,2.049728829369978633e-01,7.317711068871195212e-02,1.042801258096435479e-01,1.516040982756476467e-02,-1.324507871426425965e+01,-1.954513402638907849e+01,-6.138815179734770311e+00,9.028841477906100220e-09,7.472519960650194548e+01,1.148014896774069626e+01
3.415000000000000000e+08,2.084398354101920370e-01,7.988900970253062783e-02,1.043237957830304985e-01,1.216159744109764941e-02,-1.302514177822632391e+01,-1.957370988810685830e+01,-6.167133635175923168e+00,8.998872993891068612e-09,7.505892719684244696e+01,1.262169863410690773e+01
3.420000000000000000e+08,2.120204316779734643e-01,8.649858212314490147e-02,1.042657239196522478e-01,9.181125827336343581e-03,-1.280381476157898035e+01,-1.960362474709017988e+01,-6.195356766311164165e+00,8.968157346465319268e-09,7.539582063033816439e+01,1.376502783160965571e+01
3.425000000000000000e+08,2.157111363894677059e-01,9.300311711145162197e-02,1.041075604584078135e-01,6.222937309744697339e-03,-1.258211423870706724e+01,-1.963486515633165652e+01,-6.223482229647707697e+00,8.936697129531516126e-09,7.573595969345714707e+01,1.491011376938071642e+01
3.430000000000000000e+08,2.195083278019233641e-01,9.940004766643599499e-02,1.038511241063192619e-01,3.290856944440634629e-03,-1.236090988893750797e+01,-1.966741721419086630e+01,-6.251507690410149642e+00,8.904495316624443267e-09,7.607942380772460922e+01,1.605693075616072818e+01
3.435000000000000000e+08,2.234083045382713462e-01,1.056869541301243692e-01,1.034983941408016833e-01,3.885848276081652996e-04,-1.214093841437810184e+01,-1.970126655259668880e+01,-6.279430823788970883e+00,8.871555297099852319e-09,7.642629190041402865e+01,1.720545016255489656e+01
3.440000000000000000e+08,2.274072925153829416e-01,1.118615673348566653e-01,1.030515021471840736e-01,-2.480311069825979434e-03,-1.192281775267586852e+01,-1.973639832527707227e+01,-6.307249316304721631e+00,8.837880913576495092e-09,7.677664226931585745e+01,1.835564038892830752e+01
3.445000000000000000e+08,2.315014520222647143e-01,1.179217713835139236e-01,1.025127234268276982e-01,-5.312401522813719849e-03,-1.170706094100118477e+01,-1.977279719606814368e+01,-6.334960867291759889e+00,8.803476500595554328e-09,7.713055244173256142e+01,1.950746683951853555e+01
3.450000000000000000e+08,2.356868849268845822e-01,1.238656060546436677e-01,1.018844681119944195e-01,-8.104402113061568921e-03,-1.149408921330656419e+01,-1.981044732735878355e+01,-6.362563190505362343e+00,8.768346924451732771e-09,7.748809902789601267e+01,2.066089190335839376e+01
3.455000000000000000e+08,2.399596419898300526e-01,1.296912688257065294e-01,1.011692720242651639e-01,-1.085317871751847150e-02,-1.128424408532534429e+01,-1.984933236873087381e+01,-6.390054015855726632e+00,8.732497624141155176e-09,7.784935756904975790e+01,2.181587494260355342e+01
3.460000000000000000e+08,2.443157302626582095e-01,1.353971165090635531e-01,1.003697873137912588e-01,-1.355575241429208926e-02,-1.107779830791420395e+01,-1.988943544586000911e+01,-6.417431091272345789e+00,8.695934653351544360e-09,7.821440238049467553e+01,2.297237228887362193e+01
3.465000000000000000e+08,2.487511205484807530e-01,1.409816664966619393e-01,9.948877291698246528e-02,-1.620930379824903414e-02,-1.087496565768373991e+01,-1.993073914974597827e+01,-6.444692184701857229e+00,8.658664723407426909e-09,7.858330638994917194e+01,2.413033724821118042e+01
3.470000000000000000e+08,2.532617549021272119e-01,1.464435976107751891e-01,9.852908487039381547e-02,-1.881117670101416922e-02,-1.067590959270964923e+01,-1.997322552634707904e+01,-6.471835086242252899e+00,8.620695247075077313e-09,7.895614097163314682e+01,2.528972011526350983e+01
3.475000000000000000e+08,2.578435541471304493e-01,1.517817505595508432e-01,9.749366651857288568e-02,-2.135888131252591804e-02,-1.048075083782929440e+01,-2.001687606669692343e+01,-6.498857610415956110e+00,8.582034383100780884e-09,7.933297577654593624e+01,2.645046819728328913e+01
3.480000000000000000e+08,2.624924253867260138e-01,1.569951279975199954e-01,9.638553865346645433e-02,-2.385009670372519042e-02,-1.028957398469688478e+01,-2.006167169758743540e+01,-6.525757598583863839e+00,8.542691081345619628e-09,7.971387855946882439e+01,2.761252584853390957e+01
3.485000000000000000e+08,2.672042694861577750e-01,1.620828941926173994e-01,9.520778962266490675e-02,-2.628267275235542447e-02,-1.010243320120878607e+01,-2.010759277290664215e+01,-6.552532921502039365e+00,8.502675128363679859e-09,8.009891500328865277e+01,2.877583451566527017e+01
3.490000000000000000e+08,2.719749885036995551e-01,1.670443743026571171e-01,9.396356544329974303e-02,-2.865463147619067008e-02,-9.919357146791030644e+00,-2.015461906572443596e+01,-6.579181482022119276e+00,8.461997193242840030e-09,8.048814854130182539e+01,2.994033279460303376e+01
3.495000000000000000e+08,2.768004930480749137e-01,1.718790532655927739e-01,9.265605995777922987e-02,-3.096416778032244979e-02,-9.740353187070587282e+00,-2.020272976122468123e+01,-6.605701217936016612e+00,8.420668873501886256e-09,8.088164017822448670e+01,3.110595649946512253e+01
3.500000000000000000e+08,2.816767095402737398e-01,1.765865743092362439e-01,9.128850506678944099e-02,-3.320964962736710352e-02,-9.565410995579384235e+00,-2.025190345058651786e+01,-6.632090104964729171e+00,8.378702740829020916e-09,8.127944831070217901e+01,3.227263874397942800e+01
