step,time_s,dt_s,topology,topology_confidence,topology_evidence,topology_status,head_count,head_position_m,head_velocity_m_s,bridge_status,roi_definition,roi_status,roi_cell_count,roi_volume_m3,roi_centroid_r_m,roi_centroid_z_m,roi_r_min_m,roi_r_max_m,roi_z_min_m,roi_z_max_m,electrode_distance_m,Ek_V_m,gas,pressure_Pa,temperature_K,Ek_semantics,E0_source,E0_max_V_m,E0_mean_V_m,E0_p95_V_m,eta_0_max,eta_0_mean,eta_0_p95,E_peak_V_m,E_peak_time_s,E_peak_r_m,E_peak_z_m,eta_peak,ne_at_E_peak_m3,ne_peak_m3,E_at_ne_peak_V_m,nu_i_at_E_peak_s_1,mu_e_at_E_peak_m2_V_s,nu_i_at_ne_peak_s_1,mu_e_at_ne_peak_m2_V_s,tau_i_at_E_peak_s,tau_i_at_ne_peak_s,tau_i_min_s,tau_i_median_s,tau_i_p95_s,sigma_e_at_E_peak_S_m,sigma_e_at_ne_peak_S_m,sigma_e_peak_S_m,sigma_e_median_S_m,sigma_e_p95_S_m,tau_M_at_E_peak_s,tau_M_at_ne_peak_s,tau_M_min_s,tau_M_median_s,tau_M_p95_s,Pi_RF_at_E_peak,Pi_RF_at_ne_peak,Pi_RF_min,Pi_RF_median,Pi_RF_p95,N_tau_i_at_E_peak,N_tau_M_at_E_peak,tau_i_resolution_status,tau_M_resolution_status,sigma_e_peak_r_m,sigma_e_peak_z_m,E_at_sigma_peak_V_m,ne_at_sigma_peak_m3,mu_e_at_sigma_peak_m2_V_s,nu_i_at_sigma_peak_s_1,tau_i_at_sigma_peak_s,tau_M_at_sigma_peak_s,Pi_RF_at_sigma_peak,E_roi_median_V_m,ne_roi_median_m3,mu_e_roi_median_m2_V_s,nu_i_roi_median_s_1,K_ion_z_A_m_s,K_ion_abs_A_m_s,signed_proxy_status,mechanism_proxy_role,current_moment_r_A_m,current_moment_z_A_m,dMdt_native_A_m_s
1936,1.3935209206286322e-11,5.865100480499448e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.768325749295924e-05,233559.65460210913,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710328.48041513,1.3935209206286322e-11,3.3333333333333337e-06,6.9375e-05,15.840739641563452,6549232112479893.0,6549232112479893.0,41710328.48041513,426250153887.9171,0.0319518168677543,426250153887.9171,0.0319518168677543,2.346040208733745e-12,2.346040208733745e-12,2.346040208733745e-12,4.195147955740678e-12,5.859344928046919e-12,3.35271266268971e-05,3.35271266268971e-05,3.35271266268971e-05,1.9002039190974337e-05,3.207461788330482e-05,2.640902667065044e-07,2.640902667065044e-07,2.640902667065044e-07,1.1209085718311576e-06,1.8920450464433453e-06,112568.51682394858,112568.51682394858,112568.51682394858,219888.09767846751,316475.72044753446,400.00000281904227,45027407.04691483,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710328.48041513,6549232112479893.0,0.0319518168677543,426250153887.9171,2.346040208733745e-12,2.640902667065044e-07,112568.51682394858,32034510.120279875,3692609352750301.5,0.0326884581555837,295848248263.9126,0.3207780249957377,0.3207780249957377,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-7.119242311608079e-16,-5.982830426344386e-13,0.00321402451369579
1937,1.3941074306808156e-11,5.865100521834363e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.76846261556713e-05,233357.07665357765,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710328.26609136,1.3941074306808156e-11,3.3333333333333337e-06,6.9375e-05,15.840739560167616,6552735159427433.0,6552735159427433.0,41710328.26609136,426250150883.3023,0.0319518168765009,426250150883.3023,0.0319518168765009,2.346040225270859e-12,2.346040225270859e-12,2.346040225270859e-12,4.195147935066475e-12,5.85934487388253e-12,3.354505959319196e-05,3.354505959319196e-05,3.354505959319196e-05,1.9005218448611063e-05,3.209107547873387e-05,2.6394908580210054e-07,2.6394908580210054e-07,2.6394908580210054e-07,1.123401158162515e-06,1.896908023286888e-06,112508.33764865504,112508.33764865504,112508.33764865504,220282.07788608683,317278.44409977546,400.00000281957887,45003335.37668815,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710328.26609136,6552735159427433.0,0.0319518168765009,426250150883.3023,2.346040225270859e-12,2.6394908580210054e-07,112508.33764865504,32034510.0761704,3693280220858028.0,0.032688458151002,295848247553.84064,0.3209225424513911,0.3209225424513911,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-7.095304197272023e-16,-5.982639671776458e-13,0.003290673303304459
1938,1.3946939407371331e-11,5.865100563177147e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.76859936320405e-05,233154.80348055108,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710328.05172698,1.3946939407371331e-11,3.3333333333333337e-06,6.9375e-05,15.840739478756362,6556234191070117.0,6556234191070117.0,41710328.05172698,426250147878.11865,0.0319518168852492,426250147878.11865,0.0319518168852492,2.3460402418111035e-12,2.3460402418111035e-12,2.3460402418111035e-12,4.1951479143566206e-12,5.859344819647585e-12,3.35629720041673e-05,3.35629720041673e-05,3.35629720041673e-05,1.900839237684398e-05,3.210751404143496e-05,2.638082173325006e-07,2.638082173325006e-07,2.638082173325006e-07,1.125905014267067e-06,1.9017921315081769e-06,112448.29164944123,112448.29164944123,112448.29164944123,220677.96338908875,318084.6679547715,400.0000028201126,44979316.97689334,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710328.05172698,6556234191070117.0,0.0319518168852492,426250147878.11865,2.3460402418111035e-12,2.638082173325006e-07,112448.29164944123,32034510.03212171,3693950005306248.0,0.0326884581464096,295848246844.5031,0.3210668877189566,0.3210668877189566,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-7.071357362191432e-16,-5.982444423748825e-13,0.003367251322274001
1939,1.3952804507975859e-11,5.865100604527759e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.768735992384865e-05,232952.8341079056,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710327.83732228,1.3952804507975859e-11,3.3333333333333337e-06,6.9375e-05,15.840739397329788,6559729203076906.0,6559729203076906.0,41710327.83732228,426250144872.36926,0.0319518168939992,426250144872.36926,0.0319518168939992,2.346040258354462e-12,2.346040258354462e-12,2.346040258354462e-12,4.195147893611123e-12,5.85934476534212e-12,3.358086383765143e-05,3.358086383765143e-05,3.358086383765143e-05,1.9011560981813928e-05,3.212393355206768e-05,2.636676607131392e-07,2.636676607131392e-07,2.636676607131392e-07,1.1284202017140195e-06,1.906697488614812e-06,112388.37857713424,112388.37857713424,112388.37857713424,221075.7642977116,318894.4114462312,400.0000028206436,44955351.74786126,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710327.83732228,6559729203076906.0,0.0319518168939992,426250144872.36926,2.346040258354462e-12,2.636676607131392e-07,112388.37857713424,32034509.988133885,3694618707146202.5,0.0326884581418065,295848246135.9009,0.3212110606587778,0.3212110606587778,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-7.047401861808456e-16,-5.982244686422501e-13,0.0034437582192765603
1940,1.3958669608621748e-11,5.865100645886155e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.768872503287207e-05,232751.16759979932,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710327.62287725,1.3958669608621748e-11,3.3333333333333337e-06,6.9375e-05,15.840739315887898,6563220191130071.0,6563220191130071.0,41710327.62287725,426250141866.0546,0.0319518169027508,426250141866.0546,0.0319518169027508,2.3460402749009315e-12,2.3460402749009315e-12,2.3460402749009315e-12,4.19514787283e-12,5.859344710966162e-12,3.359873507154084e-05,3.359873507154084e-05,3.359873507154084e-05,1.901472426967428e-05,3.2140333991354187e-05,2.6352741536093633e-07,2.6352741536093633e-07,2.6352741536093633e-07,1.1309467824980976e-06,1.911624212921543e-06,112328.5981831938,112328.5981831938,112328.5981831938,221475.49079278868,319707.694141424,400.000002821174,44931439.590176046,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710327.62287725,6563220191130071.0,0.0319518169027508,426250141866.0546,2.3460402749009315e-12,2.6352741536093633e-07,112328.5981831938,32034509.94420691,3695286327431759.0,0.0326884581371928,295848245428.0338,0.3213550611317452,0.3213550611317452,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-7.023437751661636e-16,-5.982040463979094e-13,0.0035201936425011127
1941,1.3964534709309e-11,5.865100687252329e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.76900889608813e-05,232549.80297192984,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710327.4083922,1.3964534709309e-11,3.3333333333333337e-06,6.9375e-05,15.840739234430814,6566707150925217.0,6566707150925217.0,41710327.4083922,426250138859.17914,0.031951816911504,426250138859.17914,0.031951816911504,2.3460402914504887e-12,2.3460402914504887e-12,2.3460402914504887e-12,4.195147852013249e-12,5.859344656519732e-12,3.361658568380022e-05,3.361658568380022e-05,3.361658568380022e-05,1.901788224659082e-05,3.215671534007928e-05,2.633874806942937e-07,2.633874806942937e-07,2.633874806942937e-07,1.1334848190429847e-06,1.9165724235568077e-06,112268.95021971205,112268.95021971205,112268.95021971205,221877.1531263172,320524.53574226185,400.0000028217005,44907580.404674165,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710327.4083922,6566707150925217.0,0.031951816911504,426250138859.17914,2.3460402914504887e-12,2.633874806942937e-07,112268.95021971205,32034509.9003409,3695952867219405.0,0.0326884581325683,295848244720.9038,0.321498888999306,0.321498888999306,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-6.9994650873871e-16,-5.981831760620888e-13,0.0035965572397245182
1942,1.3970399810037626e-11,5.8651007286262244e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.769145170964137e-05,232348.73928608044,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710327.193867214,1.3970399810037626e-11,3.3333333333333337e-06,6.9375e-05,15.840739152958562,6570190078171306.0,6570190078171306.0,41710327.193867214,426250135851.74384,0.0319518169202588,426250135851.74384,0.0319518169202588,2.3460403080031277e-12,2.3460403080031277e-12,2.3460403080031277e-12,4.195147831160871e-12,5.85934460200284e-12,3.3634415652462695e-05,3.3634415652462695e-05,3.3634415652462695e-05,1.9021034918741804e-05,3.2173077579090604e-05,2.6324785613308855e-07,2.6324785613308855e-07,2.6324785613308855e-07,1.1360343742047988e-06,1.9215422404693376e-06,112209.43443940932,112209.43443940932,112209.43443940932,222280.761622032,321344.95608639234,400.00000282222567,44883774.09244407,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710327.193867214,6570190078171306.0,0.0319518169202588,426250135851.74384,2.3460403080031277e-12,2.6324785613308855e-07,112209.43443940932,32034509.856535893,3696618327568244.0,0.0326884581279332,295848244014.5113,0.3216425441234561,0.3216425441234561,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-6.975483924718163e-16,-5.981618580570805e-13,0.003672848658617056
1943,1.3976264910807634e-11,5.8651007700078204e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.769281328091175e-05,232147.97558561308,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710326.979302585,1.3976264910807634e-11,3.3333333333333337e-06,6.9375e-05,15.840739071471251,6573668968590682.0,6573668968590682.0,41710326.979302585,426250132843.7525,0.0319518169290153,426250132843.7525,0.0319518169290153,2.3460403245588265e-12,2.3460403245588265e-12,2.3460403245588265e-12,4.195147810272885e-12,5.859344547415537e-12,3.3652224955629864e-05,3.3652224955629864e-05,3.3652224955629864e-05,1.9024182292317888e-05,3.2189420689298663e-05,2.631085410986692e-07,2.631085410986692e-07,2.631085410986692e-07,1.1385955112755954e-06,1.926533784434829e-06,112150.05059563364,112150.05059563364,112150.05059563364,222686.32667598355,322168.9751482984,400.0000028227476,44860020.554824725,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710326.979302585,6573668968590682.0,0.0319518169290153,426250132843.7525,2.3460403245588265e-12,2.631085410986692e-07,112150.05059563364,32034509.81279197,3697282709539992.0,0.0326884581232874,295848243308.8573,0.3217860263667469,0.3217860263667469,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-6.951494319483995e-16,-5.981400928072461e-13,0.003749067546380047
1944,1.3982130011619031e-11,5.865100811397067e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.769417367644625e-05,231947.51092313253,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710326.7646983,1.3982130011619031e-11,3.3333333333333337e-06,6.9375e-05,15.84073898996888,6577143817919096.0,6577143817919096.0,41710326.7646983,426250129835.2052,0.0319518169377734,426250129835.2052,0.0319518169377734,2.3460403411175857e-12,2.3460403411175857e-12,2.3460403411175857e-12,4.195147789349291e-12,5.8593444927578255e-12,3.367001357147198e-05,3.367001357147198e-05,3.367001357147198e-05,1.9027324373522125e-05,3.220574465167699e-05,2.6296953501384993e-07,2.6296953501384993e-07,2.6296953501384993e-07,1.14116829398691e-06,1.931547177062664e-06,112090.79844235705,112090.79844235705,112090.79844235705,223093.85875712556,322996.6130404172,400.00000282326926,44836319.69340533,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710326.7646983,6577143817919096.0,0.0319518169377734,426250129835.2052,2.3460403411175857e-12,2.6296953501384993e-07,112090.79844235705,32034509.76910912,3697946014198976.0,0.0326884581186309,295848242603.942,0.3219293355922799,0.3219293355922799,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-6.927496327612116e-16,-5.98117880739016e-13,0.0038252135499590167
1945,1.3987995112471823e-11,5.865100852793965e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.769553289799328e-05,231747.34435361813,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710326.55005463,1.3987995112471823e-11,3.3333333333333337e-06,6.9375e-05,15.840738908451556,6580614621905729.0,6580614621905729.0,41710326.55005463,426250126826.106,0.0319518169465331,426250126826.106,0.0319518169465331,2.346040357679383e-12,2.346040357679383e-12,2.346040357679383e-12,4.195147768390087e-12,5.859344438029722e-12,3.368778147822801e-05,3.368778147822801e-05,3.368778147822801e-05,1.903046116856991e-05,3.22220494472622e-05,2.628308373029061e-07,2.628308373029061e-07,2.628308373029061e-07,1.1437527865133293e-06,1.9365825408027094e-06,112031.67773417536,112031.67773417536,112031.67773417536,223503.36840790405,323827.89001425984,400.00000282378727,44812671.41002376,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710326.55005463,6580614621905729.0,0.0319518169465331,426250126826.106,2.346040357679383e-12,2.628308373029061e-07,112031.67773417536,32034509.72548748,3698608242612125.0,0.0326884581139637,295848241899.7669,0.3220724716637162,0.3220724716637162,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-6.90349000512618e-16,-5.980952222808934e-13,0.0039012863157665834
1946,1.3993860213366024e-11,5.865100894198458e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.769689094729552e-05,231547.4749296108,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710326.33537177,1.3993860213366024e-11,3.3333333333333337e-06,6.9375e-05,15.840738826919344,6584081376313218.0,6584081376313218.0,41710326.33537177,426250123816.4572,0.0319518169552944,426250123816.4572,0.0319518169552944,2.346040374244205e-12,2.346040374244205e-12,2.346040374244205e-12,4.195147747395293e-12,5.859344383231272e-12,3.370552865420587e-05,3.370552865420587e-05,3.370552865420587e-05,1.9033592683689005e-05,3.223833505715418e-05,2.626924473915691e-07,2.626924473915691e-07,2.626924473915691e-07,1.1463490534760938e-06,1.941639998952166e-06,111972.6882263045,111972.6882263045,111972.6882263045,223914.8662448515,324662.82646154374,400.00000282430307,44789075.6067666,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710326.33537177,6584081376313218.0,0.0319518169552944,426250123816.4572,2.346040374244205e-12,2.626924473915691e-07,111972.6882263045,32034509.68192707,3699269395848970.0,0.0326884581092858,295848241196.3328,0.3222154344452704,0.3222154344452704,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-6.879475408147599e-16,-5.980721178634562e-13,0.003977285490179838
1947,1.3999725314301631e-11,5.865100935610513e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.769824782609034e-05,231347.9017175795,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710326.120649785,1.3999725314301631e-11,3.3333333333333337e-06,6.9375e-05,15.840738745372274,6587544076917678.0,6587544076917678.0,41710326.120649785,426250120806.26,0.0319518169640573,426250120806.26,0.0319518169640573,2.3460403908120455e-12,2.3460403908120455e-12,2.3460403908120455e-12,4.195147726364911e-12,5.859344328362489e-12,3.372325507778239e-05,3.372325507778239e-05,3.372325507778239e-05,1.9036718925119447e-05,3.22546014625161e-05,2.625543647070217e-07,2.625543647070217e-07,2.625543647070217e-07,1.1489571599467438e-06,1.9467196756624935e-06,111913.82967457884,111913.82967457884,111913.82967457884,224328.36295919152,325501.44291534286,400.00000282481767,44765532.185967706,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710326.120649785,6587544076917678.0,0.0319518169640573,426250120806.26,2.3460403908120455e-12,2.625543647070217e-07,111913.82967457884,32034509.638427917,3699929474981637.0,0.0326884581045973,295848240493.6399,0.3223582238017117,0.3223582238017117,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-6.855452592895122e-16,-5.980485679193557e-13,0.004053210719092704
1948,1.4005590415278663e-11,5.865100977030115e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.769960353610944e-05,231148.6237678185,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710325.90588888,1.4005590415278663e-11,3.3333333333333337e-06,6.9375e-05,15.840738663810422,6591002719508728.0,6591002719508728.0,41710325.90588888,426250117795.5172,0.0319518169728218,426250117795.5172,0.0319518169728218,2.3460404073828897e-12,2.3460404073828897e-12,2.3460404073828897e-12,4.195147705298948e-12,5.859344273423399e-12,3.3740960727403616e-05,3.3740960727403616e-05,3.3740960727403616e-05,1.90398398991136e-05,3.227084864457462e-05,2.6241658867789254e-07,2.6241658867789254e-07,2.6241658867789254e-07,1.1515771714507897e-06,1.9518216959463964e-06,111855.10183544947,111855.10183544947,111855.10183544947,224743.86931744445,326343.7600512399,400.00000282532966,44742041.050207324,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710325.90588888,6591002719508728.0,0.0319518169728218,426250117795.5172,2.3460404073828897e-12,2.6241658867789254e-07,111855.10183544947,32034509.59499008,3700588481084844.0,0.0326884580998981,295848239791.6892,0.3225008395983689,0.3225008395983689,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,-6.831421615685279e-16,-5.980245728833236e-13,0.004129061647894616
