step,time_s,dt_s,topology,topology_confidence,topology_evidence,topology_status,head_count,head_position_m,head_velocity_m_s,bridge_status,roi_definition,roi_status,roi_cell_count,roi_volume_m3,roi_centroid_r_m,roi_centroid_z_m,roi_r_min_m,roi_r_max_m,roi_z_min_m,roi_z_max_m,electrode_distance_m,Ek_V_m,gas,pressure_Pa,temperature_K,Ek_semantics,E0_source,E0_max_V_m,E0_mean_V_m,E0_p95_V_m,eta_0_max,eta_0_mean,eta_0_p95,E_peak_V_m,E_peak_time_s,E_peak_r_m,E_peak_z_m,eta_peak,ne_at_E_peak_m3,ne_peak_m3,E_at_ne_peak_V_m,nu_i_at_E_peak_s_1,mu_e_at_E_peak_m2_V_s,nu_i_at_ne_peak_s_1,mu_e_at_ne_peak_m2_V_s,tau_i_at_E_peak_s,tau_i_at_ne_peak_s,tau_i_min_s,tau_i_median_s,tau_i_p95_s,sigma_e_at_E_peak_S_m,sigma_e_at_ne_peak_S_m,sigma_e_peak_S_m,sigma_e_median_S_m,sigma_e_p95_S_m,tau_M_at_E_peak_s,tau_M_at_ne_peak_s,tau_M_min_s,tau_M_median_s,tau_M_p95_s,Pi_RF_at_E_peak,Pi_RF_at_ne_peak,Pi_RF_min,Pi_RF_median,Pi_RF_p95,N_tau_i_at_E_peak,N_tau_M_at_E_peak,tau_i_resolution_status,tau_M_resolution_status,sigma_e_peak_r_m,sigma_e_peak_z_m,E_at_sigma_peak_V_m,ne_at_sigma_peak_m3,mu_e_at_sigma_peak_m2_V_s,nu_i_at_sigma_peak_s_1,tau_i_at_sigma_peak_s,tau_M_at_sigma_peak_s,Pi_RF_at_sigma_peak,E_roi_median_V_m,ne_roi_median_m3,mu_e_roi_median_m2_V_s,nu_i_roi_median_s_1,K_ion_z_A_m_s,K_ion_abs_A_m_s,signed_proxy_status,mechanism_proxy_role,current_moment_r_A_m,current_moment_z_A_m,dMdt_native_A_m_s
2351,1.6369229530061804e-11,5.865117959254673e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.816485723319646e-05,166855.20916097183,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710237.86533153,1.6369229530061804e-11,3.3333333333333337e-06,6.9375e-05,15.840705227786357,7625565882541373.0,7625565882541373.0,41710237.86533153,426248883551.0963,0.0319518205658025,426248883551.0963,0.0319518205658025,2.346047200567332e-12,2.346047200567332e-12,2.346047200567332e-12,4.195136478287463e-12,5.85931682823558e-12,3.903714788922545e-05,3.903714788922545e-05,3.903714788922545e-05,1.9948447818133568e-05,3.712827788211626e-05,2.268144137457292e-07,2.268144137457292e-07,2.268144137457292e-07,5.262701196456678e-06,9.79499930089653e-06,96679.3906324135,96679.3906324135,96679.3906324135,900275.7740547823,1623512.5191349147,400.0000028755538,38671756.5309722,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710237.86533153,7625565882541373.0,0.0319518205658025,426248883551.0963,2.346047200567332e-12,2.268144137457292e-07,96679.3906324135,32034497.432687983,3893053829641897.0,0.0326884553717647,295848022955.98804,0.3650633150226454,0.3650633150226454,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,2.7811183659668584e-16,-5.594476478897827e-13,0.024235066659784366
2352,1.637509464806322e-11,5.865118001418329e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.816583506206496e-05,166719.3853999244,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710237.64676697,1.637509464806322e-11,3.3333333333333337e-06,6.9375e-05,15.840705144779957,7627218872152950.0,7627218872152950.0,41710237.64676697,426248880487.0306,0.0319518205747222,426248880487.0306,0.0319518205747222,2.3460472174317575e-12,2.3460472174317575e-12,2.3460472174317575e-12,4.1951364442421e-12,5.859316748371408e-12,3.904560996063625e-05,3.904560996063625e-05,3.904560996063625e-05,1.995005269999506e-05,3.7136054234572127e-05,2.267652579054683e-07,2.267652579054683e-07,2.267652579054683e-07,5.294327666819264e-06,9.855133834841677e-06,96658.43731555859,96658.43731555859,96658.43731555859,905501.8855685442,1633460.9889962312,400.0000028753772,38663375.2041529,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710237.64676697,7627218872152950.0,0.0319518205747222,426248880487.0306,2.3460472174317575e-12,2.267652579054683e-07,96658.43731555859,32034497.41594484,3893389939504414.0,0.0326884553630818,295848022586.68384,0.3651319110820067,0.3651319110820067,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,2.8026545068101016e-16,-5.593054734140184e-13,0.024246168092837195
2353,1.6380959766106802e-11,5.865118043579395e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.816681209461161e-05,166583.61168365562,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710237.42821614,1.6380959766106802e-11,3.3333333333333337e-06,6.9375e-05,15.840705061778769,7628867499989594.0,7628867499989594.0,41710237.42821614,426248877423.1573,0.0319518205836414,426248877423.1573,0.0319518205836414,2.3460472342951248e-12,2.3460472342951248e-12,2.3460472342951248e-12,4.1951364101701705e-12,5.859316668457712e-12,3.905404970305204e-05,3.905404970305204e-05,3.905404970305204e-05,1.995165548382619e-05,3.7143810281129445e-05,2.26716252990994e-07,2.26716252990994e-07,2.26716252990994e-07,5.326234411961522e-06,9.915800755034995e-06,96637.54833099572,96637.54833099572,96637.54833099572,910774.3875862488,1643497.5429159766,400.00000287519646,38655019.61025024,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710237.42821614,7628867499989594.0,0.0319518205836414,426248877423.1573,2.3460472342951248e-12,2.26716252990994e-07,96637.54833099572,32034497.39926528,3893725561471535.0,0.0326884553543905,295848022218.1886,0.365200334399481,0.365200334399481,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,2.824167046925799e-16,-5.591632346148665e-13,0.024257000167857257
2354,1.638682488419254e-11,5.865118085737813e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.816778833112729e-05,166447.8875640721,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710237.20967885,1.638682488419254e-11,3.3333333333333337e-06,6.9375e-05,15.84070497878272,7630511769589062.0,7630511769589062.0,41710237.20967885,426248874359.47375,0.0319518205925601,426248874359.47375,0.0319518205925601,2.3460472511574483e-12,2.3460472511574483e-12,2.3460472511574483e-12,4.195136376071717e-12,5.8593165884945584e-12,3.906246713458348e-05,3.906246713458348e-05,3.906246713458348e-05,1.9953256177834093e-05,3.715154603890854e-05,2.266673987153529e-07,2.266673987153529e-07,2.266673987153529e-07,5.358424597106718e-06,9.977006075658947e-06,96616.7235564092,96616.7235564092,96616.7235564092,916093.8037497887,1653623.17592383,400.0000028750185,38646689.70033854,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710237.20967885,7630511769589062.0,0.0319518205925601,426248874359.47375,2.3460472511574483e-12,2.266673987153529e-07,96616.7235564092,32034497.382649142,3894060697153753.0,0.0326884553456909,295848021850.5,0.3652685851403813,0.3652685851403813,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,2.8456558865194574e-16,-5.590209330742601e-13,0.02426756216117809
2355,1.6392690002320435e-11,5.865118127893621e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.816876377190019e-05,166312.2125811597,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710236.99115526,1.6392690002320435e-11,3.3333333333333337e-06,6.9375e-05,15.84070489579188,7632151684515272.0,7632151684515272.0,41710236.99115526,426248871295.9824,0.0319518206014781,426248871295.9824,0.0319518206014781,2.3460472680187145e-12,2.3460472680187145e-12,2.3460472680187145e-12,4.195136341946769e-12,5.8593165084820176e-12,3.907086227347511e-05,3.907086227347511e-05,3.907086227347511e-05,1.9954854790220288e-05,3.7159261525149614e-05,2.2661869479166929e-07,2.2661869479166929e-07,2.2661869479166929e-07,5.390901430769132e-06,1.0038755893148848e-05,96595.96286951772,96595.96286951772,96595.96286951772,921460.6648634734,1663838.8966580334,400.00000287483834,38638385.42550487,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710236.99115526,7632151684515272.0,0.0319518206014781,426248871295.9824,2.3460472680187145e-12,2.2661869479166929e-07,96595.96286951772,32034497.36609644,3894395348161098.5,0.032688455336983,295848021483.6183,0.3653366634709933,0.3653366634709933,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,2.8671209257516853e-16,-5.588785703783864e-13,0.024277853346802658
2356,1.639855512049048e-11,5.8651181700467854e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.816973841721582e-05,166176.58627989268,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710236.77264544,1.639855512049048e-11,3.3333333333333337e-06,6.9375e-05,15.840704812806267,7633787248358349.0,7633787248358349.0,41710236.77264544,426248868232.68384,0.0319518206103957,426248868232.68384,0.0319518206103957,2.346047284878919e-12,2.346047284878919e-12,2.346047284878919e-12,4.195136307795388e-12,5.859316428420209e-12,3.907923513810563e-05,3.907923513810563e-05,3.907923513810563e-05,1.9956451329180622e-05,3.716695675721313e-05,2.2657014093314234e-07,2.2657014093314234e-07,2.2657014093314234e-07,5.4236681654473646e-06,1.0101056387510164e-05,96575.2661480716,96575.2661480716,96575.2661480716,926875.5090087282,1674145.7275833187,400.0000028746573,38630106.73684942,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710236.77264544,7633787248358349.0,0.0319518206103957,426248868232.68384,2.346047284878919e-12,2.2657014093314234e-07,96575.2661480716,32034497.34960704,3894729516103120.0,0.0326884553282668,295848021117.54205,0.3654045695585669,0.3654045695585669,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,2.888562064738807e-16,-5.58736148117695e-13,0.024287872996637816
2357,1.6404420238702678e-11,5.8651182121972976e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.817071226735703e-05,166041.00820718944,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710236.554149576,1.6404420238702678e-11,3.3333333333333337e-06,6.9375e-05,15.840704729825957,7635418464734673.0,7635418464734673.0,41710236.554149576,426248865169.5812,0.0319518206193126,426248865169.5812,0.0319518206193126,2.346047301738046e-12,2.346047301738046e-12,2.346047301738046e-12,4.1951362736175705e-12,5.859316348309142e-12,3.908758574698818e-05,3.908758574698818e-05,3.908758574698818e-05,1.995804580290521e-05,3.717463175257988e-05,2.2652173685304277e-07,2.2652173685304277e-07,2.2652173685304277e-07,5.456728098330349e-06,1.0163913823659922e-05,96554.63326985197,96554.63326985197,96554.63326985197,932338.8816609267,1684544.7052128944,400.0000028744735,38621853.58548452,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710236.554149576,7635418464734673.0,0.0319518206193126,426248865169.5812,2.346047301738046e-12,2.2652173685304277e-07,96554.63326985197,32034497.333181035,3895063202588869.0,0.0326884553195423,295848020752.2727,0.3654723035713245,0.3654723035713245,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,2.9099792035563435e-16,-5.585936678869135e-13,0.024297620380643536
2358,1.641028535695702e-11,5.865118254345115e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.817168532260399e-05,165905.4779056218,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710236.3356676,1.641028535695702e-11,3.3333333333333337e-06,6.9375e-05,15.840704646850917,7637045337286931.0,7637045337286931.0,41710236.3356676,426248862106.6731,0.031951820628229,426248862106.6731,0.031951820628229,2.3460473185961015e-12,2.3460473185961015e-12,2.3460473185961015e-12,4.1951362394133815e-12,5.859316268148932e-12,3.909591411877053e-05,3.909591411877053e-05,3.909591411877053e-05,1.9959638219578355e-05,3.71822865288513e-05,2.2647348226470997e-07,2.2647348226470997e-07,2.2647348226470997e-07,5.490084572016304e-06,1.0227334552792738e-05,96534.06411266842,96534.06411266842,96534.06411266842,937851.3358083072,1695036.880334382,400.0000028742909,38613625.92253435,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710236.3356676,7637045337286931.0,0.031951820628229,426248862106.6731,2.3460473185961015e-12,2.2647348226470997e-07,96534.06411266842,32034497.316818267,3895396409226897.0,0.0326884553108095,295848020387.80786,0.3655398656784524,0.3655398656784524,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,2.931372242240617e-16,-5.584511312850554e-13,0.024307094766705006
2359,1.6416150475253513e-11,5.865118296490256e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.817265758323421e-05,165769.99492220004,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710236.11719955,1.6416150475253513e-11,3.3333333333333337e-06,6.9375e-05,15.840704563881166,7638667869684162.0,7638667869684162.0,41710236.11719955,426248859043.9603,0.0319518206371448,426248859043.9603,0.0319518206371448,2.346047335453083e-12,2.346047335453083e-12,2.346047335453083e-12,4.195136205182869e-12,5.859316187939677e-12,3.9104220272235385e-05,3.9104220272235385e-05,3.9104220272235385e-05,1.9961228587378475e-05,3.718992110374969e-05,2.264253768815489e-07,2.264253768815489e-07,2.264253768815489e-07,5.523740975244977e-06,1.0291325013772064e-05,96513.55855435891,96513.55855435891,96513.55855435891,943413.432073136,1705623.318240035,400.0000028741076,38605423.69913392,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710236.11719955,7638667869684162.0,0.0319518206371448,426248859043.9603,2.346047335453083e-12,2.264253768815489e-07,96513.55855435891,32034497.30051864,3895729137625235.0,0.0326884553020685,295848020024.1465,0.3656072560501115,0.3656072560501115,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,2.952741080788268e-16,-5.583085399154361e-13,0.02431629542002156
2360,1.6422015593592142e-11,5.865118338632709e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.817362904952255e-05,165634.55880189777,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710235.89874562,1.6422015593592142e-11,3.3333333333333337e-06,6.9375e-05,15.84070448091678,7640286065621811.0,7640286065621811.0,41710235.89874562,426248855981.4455,0.03195182064606,426248855981.4455,0.03195182064606,2.346047352308976e-12,2.346047352308976e-12,2.346047352308976e-12,4.19513617092604e-12,5.859316107681399e-12,3.91125042263006e-05,3.91125042263006e-05,3.91125042263006e-05,1.9962816914478053e-05,3.719753549511834e-05,2.2637742041702715e-07,2.2637742041702715e-07,2.2637742041702715e-07,5.557700743643363e-06,1.0355891734547064e-05,96493.11647278852,96493.11647278852,96493.11647278852,949025.7388350979,1716305.0989611768,400.00000287392186,38597246.86642909,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710235.89874562,7640286065621811.0,0.03195182064606,426248855981.4455,2.346047352308976e-12,2.2637742041702715e-07,96493.11647278852,32034497.284282215,3896061389391388.0,0.0326884552933191,295848019661.28955,0.3656744748574391,0.3656744748574391,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,2.974085619161929e-16,-5.581658953856886e-13,0.024325221604023284
2361,1.642788071197292e-11,5.8651183807724404e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.817459972174114e-05,165499.16908239128,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710235.68030574,1.642788071197292e-11,3.3333333333333337e-06,6.9375e-05,15.84070439795773,7641899928821774.0,7641899928821774.0,41710235.68030574,426248852919.1277,0.0319518206549747,426248852919.1277,0.0319518206549747,2.3460473691637838e-12,2.3460473691637838e-12,2.3460473691637838e-12,4.1951361366429694e-12,5.8593160273742384e-12,3.912076600001948e-05,3.912076600001948e-05,3.912076600001948e-05,1.996440320904355e-05,3.720512972092188e-05,2.263296125846716e-07,2.263296125846716e-07,2.263296125846716e-07,5.5919673604852315e-06,1.0421041333595737e-05,96472.73774584684,96472.73774584684,96472.73774584684,954688.8323569272,1727083.3175068994,400.00000287373695,38589095.375576004,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710235.68030574,7641899928821774.0,0.0319518206549747,426248852919.1277,2.3460473691637838e-12,2.263296125846716e-07,96472.73774584684,32034497.268108815,3896393166132318.0,0.0326884552845616,295848019299.23474,0.3657415222725422,0.3657415222725422,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,2.995405757285235e-16,-5.580231993077685e-13,0.024333872579923366
2362,1.6433745830395827e-11,5.86511842290946e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.817556960015951e-05,165363.82532020743,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710235.46188012,1.6433745830395827e-11,3.3333333333333337e-06,6.9375e-05,15.840704315004093,7643509463032451.0,7643509463032451.0,41710235.46188012,426248849857.0096,0.0319518206638888,426248849857.0096,0.0319518206638888,2.346047386017493e-12,2.346047386017493e-12,2.346047386017493e-12,4.195136102333665e-12,5.859315947018219e-12,3.9129005612580954e-05,3.9129005612580954e-05,3.9129005612580954e-05,1.9965987479235327e-05,3.721270379924638e-05,2.2628195309806598e-07,2.2628195309806598e-07,2.2628195309806598e-07,5.62654435746473e-06,1.0486780521394728e-05,96452.42225144838,96452.42225144838,96452.42225144838,960403.2969124313,1737959.084107316,400.0000028735496,38580969.17774017,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710235.46188012,7643509463032451.0,0.0319518206638888,426248849857.0096,2.346047386017493e-12,2.2628195309806598e-07,96452.42225144838,32034497.251998503,3896724469454436.0,0.0326884552757958,295848018937.9828,0.3658083984685099,0.3658083984685099,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,3.016701395054469e-16,-5.57880453297975e-13,0.02434224760659731
2363,1.643961094886087e-11,5.865118465043733e-15,ELECTRODE_ATTACHMENT,HIGH,HEAD_COMPONENT_WITHIN_ELECTRODE_DISTANCE,CONFIRMED,1,6.817653868504445e-05,165228.52704840136,0,ATTACHMENT_ROI,VALID,2,1.047197551196598e-15,3.3333333333333337e-06,6.75e-05,3.3333333333333337e-06,3.3333333333333337e-06,6.5625e-05,6.9375e-05,3.749999999999996e-06,2633104.856478684,AIR_MORROW_LOWKE_BASELINE,101325,300,REFERENCE_NORMALIZATION_ONLY,STAGE_C_2D_ELECTROSTATIC_REFERENCE,41710533.85723665,32034599.039051607,40742940.37541815,15.840817639528863,12.166093180919605,15.47334519366794,41710235.24346871,1.643961094886087e-11,3.3333333333333337e-06,6.9375e-05,15.840704232055856,7645114672028793.0,7645114672028793.0,41710235.24346871,426248846795.0909,0.0319518206728023,426248846795.0909,0.0319518206728023,2.3460474028701045e-12,2.3460474028701045e-12,2.3460474028701045e-12,4.195136067998189e-12,5.859315866613466e-12,3.913722308330991e-05,3.913722308330991e-05,3.913722308330991e-05,1.9967569733207606e-05,3.722025774829968e-05,2.2623444167084694e-07,2.2623444167084694e-07,2.2623444167084694e-07,5.661435315484379e-06,1.0553116101916555e-05,96432.16986752977,96432.16986752977,96432.16986752977,966169.7249168335,1748933.5244612067,400.00000287336246,38572868.22409648,RESOLVED_PREFERRED,RESOLVED_PREFERRED,3.3333333333333337e-06,6.9375e-05,41710235.24346871,7645114672028793.0,0.0319518206728023,426248846795.0909,2.3460474028701045e-12,2.2623444167084694e-07,96432.16986752977,32034497.23595111,3897055300963588.0,0.0326884552670218,295848018577.532,0.3658751036194045,0.3658751036194045,DEFINED_FROM_FROZEN_ELECTRON_DRIFT_CONVENTION,MECHANISM_DIAGNOSTIC_PROXY_NOT_CLOSURE_RELATION,3.0379724323298227e-16,-5.577376589769577e-13,0.024350345940810314
