step,time_s,dt_s,topology,topology_status,roi_definition,roi_cell_count,E_peak_V_m,eta_peak,ne_peak_m3,nu_i_at_E_peak_s_1,tau_i_at_E_peak_s,sigma_e_peak_S_m,tau_M_at_E_peak_s,Pi_RF_at_E_peak,K_ion_z_A_m_s,K_ion_abs_A_m_s,current_moment_z_A_m,dMdt_native_A_m_s
2278,2.278000000000129e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.688067477,8.491362823267222,3282854003827501.0,165445801451.75568,6.044275474053671e-12,1.758064280759499e-05,5.036327687048461e-07,83323.92705573994,0.0353795563443186,0.0353795563443186,-3.619700857799524e-13,-0.07551426090222435
2279,2.2790000000001287e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.68221181,8.49136282104336,3282912716265038.0,165445801378.18097,6.044275476741595e-12,1.7580957230297774e-05,5.036237615970831e-07,83322.43683052337,0.0353798444955658,0.0353798444955658,-3.6204560050258603e-13,-0.07551518234993182
2280,2.280000000000129e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.67635777,8.491362818820114,3282971280960746.5,165445801304.62668,6.044275479428773e-12,1.7581270861799773e-05,5.036147774753986e-07,83320.95040826857,0.0353801311545822,0.0353801311545822,-3.6212111614465225e-13,-0.07551609976604823
2281,2.281000000000129e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.670505308,8.491362816597467,3283029697911144.0,165445801231.09216,6.0442754821152295e-12,1.7581583702082345e-05,5.036058163378832e-07,83319.46778865931,0.0353804163213397,0.0353804163213397,-3.6219663270211813e-13,-0.07551701315003356
2282,2.282000000000129e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.66465448,8.491362814375442,3283087967112760.5,165445801157.57812,6.044275484800937e-12,1.7581895751126895e-05,5.035968781826328e-07,83317.98897138095,0.0353806999958104,0.0353806999958104,-3.622721501709523e-13,-0.07551792250202993
2283,2.2830000000001287e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.65880519,8.491362812154001,3283146088562138.0,165445801084.08365,6.044275487485931e-12,1.7582207008914925e-05,5.035879630077472e-07,83316.5139561186,0.0353809821779662,0.0353809821779662,-3.6234766854712217e-13,-0.075518827821071
2284,2.284000000000129e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.65295749,8.491362809933165,3283204062255831.5,165445801010.60904,6.044275490170198e-12,1.758251747542796e-05,5.03579070811331e-07,83315.04274255884,0.0353812628677795,0.0353812628677795,-3.6242318782659443e-13,-0.07551972910715676
2285,2.2850000000001293e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.64711146,8.491362807712958,3283261888190408.5,165445800937.15533,6.044275492853702e-12,1.7582827150647636e-05,5.035702015914928e-07,83313.57533038929,0.0353815420652231,0.0353815420652231,-3.624987080053365e-13,-0.07552062635943457
2286,2.2860000000001294e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.641266964,8.491362805493337,3283319566362449.0,165445800863.72095,6.0442754955365e-12,1.7583136034555634e-05,5.035613553463456e-07,83312.1117192969,0.0353818197702688,0.0353818197702688,-3.625742290793133e-13,-0.07552151957742126
2287,2.287000000000129e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.635424115,8.49136280327434,3283377096768545.0,165445800790.30722,6.044275498218544e-12,1.7583444127133698e-05,5.03552532074007e-07,83310.65190897093,0.0353820959828899,0.0353820959828899,-3.626497510444913e-13,-0.07552240876131577
2288,2.2880000000001296e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.62958281,8.491362801055933,3283434479405303.5,165445800716.91306,6.044275500899872e-12,1.7583751428363666e-05,5.035437317725986e-07,83309.19589910006,0.0353823707030588,0.0353823707030588,-3.62725273896836e-13,-0.07552329391029389
2289,2.2890000000001297e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.623743206,8.491362798838166,3283491714269340.5,165445800643.54007,6.044275503580427e-12,1.75840579382274e-05,5.035349544402473e-07,83307.74368937517,0.0353826439307489,0.0353826439307489,-3.6280079763231196e-13,-0.07552417502375874
2290,2.2900000000001298e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.617905147,8.49136279662099,3283548801357286.5,165445800570.18658,6.044275506260269e-12,1.7584363656706873e-05,5.035262000750829e-07,83306.29527948603,0.0353829156659326,0.0353829156659326,-3.6287632224688353e-13,-0.0755250521013977
2291,2.29100000000013e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.612068705,8.491362794404427,3283605740665785.0,165445800496.8534,6.0442755089393696e-12,1.7584668583784096e-05,5.035174686752409e-07,83304.85066912451,0.0353831859085834,0.0353831859085834,-3.6295184773651476e-13,-0.07552592514269918
2292,2.29200000000013e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.606233843,8.491362792188465,3283662532191491.5,165445800423.54007,6.044275511617745e-12,1.7584972719441168e-05,5.035087602388603e-07,83303.40985798257,0.0353834546586744,0.0353834546586744,-3.6302737409716893e-13,-0.07552679414732211
2293,2.29300000000013e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.600400627,8.491362789973126,3283719175931073.0,165445800350.24734,6.044275514295368e-12,1.758527606366023e-05,5.035000747640852e-07,83301.97284575342,0.0353837219161794,0.0353837219161794,-3.631029013248094e-13,-0.07552765911509596
2294,2.2940000000001306e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.59456903,8.491362787758403,3283775671881212.5,165445800276.97516,6.04427551697224e-12,1.7585578616423524e-05,5.03491412249063e-07,83300.53963213062,0.0353839876810717,0.0353839876810717,-3.6317842941539916e-13,-0.0755285200449407
2295,2.2950000000001307e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.588739,8.491362785544277,3283832020038601.0,165445800203.7225,6.0442755196483995e-12,1.758588037771334e-05,5.034827726919461e-07,83299.11021680795,0.0353842519533247,0.0353842519533247,-3.6325395836489934e-13,-0.07552937693682793
2296,2.2960000000001304e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.58291063,8.49136278333078,3283888220399945.0,165445800130.49072,6.044275522323795e-12,1.758618134751202e-05,5.03474156090892e-07,83297.68459948122,0.0353845147329127,0.0353845147329127,-3.6332948816927276e-13,-0.07553022979044499
2297,2.2970000000001305e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.577083863,8.491362781117891,3283944272961964.0,165445800057.2791,6.044275524998454e-12,1.7586481525802004e-05,5.034655624440615e-07,83296.26277984574,0.0353847760198093,0.0353847760198093,-3.634050188244802e-13,-0.07553107860499608
2298,2.2980000000001306e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.571258664,8.491362778905598,3284000177721388.0,165445799984.0872,6.044275527672394e-12,1.7586780912565787e-05,5.034569917496197e-07,83294.84475759779,0.0353850358139884,0.0353850358139884,-3.6348055032648274e-13,-0.07553192338028225
2299,2.299000000000131e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.565435123,8.491362776693936,3284055934674961.0,165445799910.91614,6.044275530345572e-12,1.758707950778592e-05,5.034484440057367e-07,83293.4305324352,0.0353852941154246,0.0353852941154246,-3.635560826712408e-13,-0.07553276411599086
2300,2.3000000000001308e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.5596132,8.491362774482887,3284111543819439.0,165445799837.76538,6.044275533018008e-12,1.7587377311445044e-05,5.034399192105869e-07,83292.02010405553,0.0353855509240919,0.0353855509240919,-3.636316158547147e-13,-0.07553360081166716
2301,2.301000000000131e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.553792927,8.491362772272465,3284167005151591.0,165445799764.63538,6.044275535689687e-12,1.758767432352584e-05,5.034314173623488e-07,83290.61347215773,0.035385806239965,0.035385806239965,-3.6370714987286404e-13,-0.07553443346631639
2302,2.302000000000131e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.547974173,8.49136277006262,3284222318668198.0,165445799691.5244,6.044275538360669e-12,1.7587970544011088e-05,5.034229384592048e-07,83289.21063644023,0.0353860600630177,0.0353860600630177,-3.6378268472164737e-13,-0.07553526207999539
2303,2.303000000000131e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.542157095,8.491362767853413,3284277484366054.5,165445799618.43457,6.0442755410308794e-12,1.75882659728836e-05,5.034144824993429e-07,83287.81159660422,0.0353863123932255,0.0353863123932255,-3.6385822039702404e-13,-0.07553608665239153
2304,2.304000000000131e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.53634165,8.491362765644825,3284332502241967.0,165445799545.36517,6.044275543700343e-12,1.758856061012629e-05,5.034060494809546e-07,83286.41635235016,0.0353865632305629,0.0353865632305629,-3.6393375689495217e-13,-0.07553690718268058
2305,2.3050000000001312e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.530527767,8.49136276343683,3284387372292754.5,165445799472.31555,6.044275546369084e-12,1.7588854455722124e-05,5.033976394022351e-07,83285.02490337918,0.0353868125750046,0.0353868125750046,-3.640092942113894e-13,-0.075537723670692
2306,2.3060000000001317e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.524715558,8.491362761229468,3284442094515248.5,165445799399.28665,6.044275549037069e-12,1.7589147509654113e-05,5.033892522613858e-07,83283.63724939413,0.0353870604265259,0.0353870604265259,-3.640848323422936e-13,-0.07553853611605632
2307,2.307000000000132e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.518904965,8.49136275902272,3284496668906294.0,165445799326.2784,6.044275551704298e-12,1.758943977190539e-05,5.033808880566106e-07,83282.2533900978,0.0353873067851021,0.0353873067851021,-3.6416037128362155e-13,-0.07553934451811983
2308,2.3080000000001315e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.51309602,8.491362756816601,3284551095462747.5,165445799253.29065,6.044275554370779e-12,1.7589731242459095e-05,5.033725467861192e-07,83280.8733251939,0.0353875516507083,0.0353875516507083,-3.642359110313298e-13,-0.07554014887645621
2309,2.309000000000132e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.507288665,8.491362754611087,3284605374181479.0,165445799180.32294,6.044275557036529e-12,1.759002192129848e-05,5.033642284481242e-07,83279.49705438656,0.0353877950233199,0.0353877950233199,-3.6431145158137457e-13,-0.07554094919083809
2310,2.310000000000132e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.50148292,8.491362752406182,3284659505059370.0,165445799107.3755,6.044275559701537e-12,1.7590311808406846e-05,5.03355933040844e-07,83278.124577381,0.0353880369029123,0.0353880369029123,-3.6438699292971154e-13,-0.07554174546083914
2311,2.3110000000001322e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.49567888,8.491362750201922,3284713488093315.5,165445799034.44943,6.044275562365764e-12,1.7590600903767543e-05,5.033476605625005e-07,83276.75589388372,0.0353882772894617,0.0353882772894617,-3.644625350722963e-13,-0.07554253768569197
2312,2.312000000000132e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.489876375,8.491362747998252,3284767323280223.0,165445798961.54266,6.044275565029287e-12,1.7590889207364038e-05,5.0333941101132e-07,83275.39100360015,0.0353885161829433,0.0353885161829433,-3.645380780050829e-13,-0.07554332586508394
2313,2.313000000000132e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.484075535,8.491362745795211,3284821010617012.5,165445798888.65677,6.044275567692046e-12,1.7591176719179822e-05,5.033311843855335e-07,83274.02990623837,0.0353887535833333,0.0353887535833333,-3.6461362172402643e-13,-0.07554410999912875
2314,2.314000000000132e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.478276365,8.491362743592802,3284874550100616.5,165445798815.79193,6.044275570354037e-12,1.7591463439198473e-05,5.033229806833755e-07,83272.67260150646,0.035388989490608,0.035388989490608,-3.646891662250812e-13,-0.0755448900866611
2315,2.3150000000001322e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.472478755,8.491362741390986,3284927941727980.0,165445798742.9466,6.044275573015315e-12,1.7591749367403624e-05,5.033147999030863e-07,83271.31908911245,0.0353892239047429,0.0353892239047429,-3.647647115041998e-13,-0.07554566612736835
2316,2.3160000000001323e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.466682807,8.491362739189803,3284981185496061.0,165445798670.12228,6.044275575675825e-12,1.759203450377899e-05,5.033066420429093e-07,83269.96936876645,0.035389456825715,0.035389456825715,-3.6484025755733597e-13,-0.07554643812127892
2317,2.3170000000001324e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.460888494,8.49136273698924,3285034281401829.0,165445798597.31842,6.0442755783355885e-12,1.7592318848308342e-05,5.032985071010925e-07,83268.6234401784,0.0353896882535004,0.0353896882535004,-3.6491580438044234e-13,-0.07554720606785281
2318,2.3180000000001325e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.455095828,8.491362734789302,3285087229442268.5,165445798524.53525,6.044275580994595e-12,1.7592602400975518e-05,5.03290395075889e-07,83267.28130305927,0.0353899181880757,0.0353899181880757,-3.649913519694717e-13,-0.07554796996640789
2319,2.319000000000133e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.449304767,8.491362732589975,3285140029614373.0,165445798451.77228,6.044275583652865e-12,1.759288516176444e-05,5.03282305965555e-07,83265.94295712038,0.0353901466294175,0.0353901466294175,-3.650669003203752e-13,-0.0755487298162052
2320,2.320000000000133e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.443515364,8.491362730391279,3285192681915152.5,165445798379.03012,6.044275586310373e-12,1.7593167130659073e-05,5.032742397683518e-07,83264.60840207439,0.0353903735775028,0.0353903735775028,-3.651424494291042e-13,-0.07554948561755737
2321,2.3210000000001328e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.43772759,8.491362728193199,3285245186341626.5,165445798306.30844,6.044275588967133e-12,1.7593448307643472e-05,5.032661964825451e-07,83263.27763763416,0.0353905990323084,0.0353905990323084,-3.6521799929161027e-13,-0.07555023736989597
2322,2.322000000000133e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.431941487,8.491362725995751,3285297542890829.0,165445798233.60773,6.044275591623128e-12,1.7593728692701736e-05,5.03258176106405e-07,83261.9506635137,0.0353908229938115,0.0353908229938115,-3.6529354990384397e-13,-0.07555098507251046
2323,2.323000000000133e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.426157,8.49136272379892,3285349751559805.0,165445798160.9273,6.044275594278381e-12,1.7594008285818064e-05,5.03250178638205e-07,83260.62747942707,0.0353910454619891,0.0353910454619891,-3.653691012617553e-13,-0.07555172872488924
2324,2.324000000000133e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.420374136,8.491362721602705,3285401812345615.0,165445798088.26743,6.044275596932884e-12,1.7594287086976694e-05,5.032422040762242e-07,83259.30808508965,0.0353912664368185,0.0353912664368185,-3.6544465336129377e-13,-0.07555246832666285
2325,2.3250000000001328e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.414592933,8.491362719407121,3285453725245328.5,165445798015.6283,6.044275599586629e-12,1.7594565096161933e-05,5.032342524187453e-07,83257.99248021742,0.0353914859182773,0.0353914859182773,-3.655202061984086e-13,-0.07555320387754705
2326,2.3260000000001333e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.408813357,8.491362717212153,3285505490256029.0,165445797943.00958,6.044275602239628e-12,1.759484231335818e-05,5.032263236640554e-07,83256.68066452685,0.0353917039063428,0.0353917039063428,-3.655957597690489e-13,-0.07555393537742816
2327,2.3270000000001334e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.403035432,8.491362715017816,3285557107374814.5,165445797870.41168,6.044275604891866e-12,1.759511873854987e-05,5.032184178104463e-07,83255.37263773548,0.035391920400993,0.035391920400993,-3.6567131406916354e-13,-0.07555466282565249
2328,2.3280000000001335e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.39725919,8.491362712824115,3285608576598792.5,165445797797.83484,6.044275607543335e-12,1.759539437172152e-05,5.032105348562138e-07,83254.06839956147,0.0353921354022057,0.0353921354022057,-3.6574686909470025e-13,-0.07555538622170843
2329,2.3290000000001336e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.39148452,8.491362710631014,3285659897925085.0,165445797725.27792,6.044275610194077e-12,1.7595669212857743e-05,5.032026747996575e-07,83252.76794972294,0.0353923489099585,0.0353923489099585,-3.658224248416069e-13,-0.07555610556491388
2330,2.3300000000001337e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.38571156,8.491362708438558,3285711071350827.0,165445797652.7423,6.044275612844039e-12,1.7595943261943156e-05,5.031948376390829e-07,83251.47128794022,0.0353925609242298,0.0353925609242298,-3.6589798130583013e-13,-0.07555682085492776
2331,2.3310000000001338e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.37994021,8.49136270624672,3285762096873164.0,165445797580.2271,6.044275615493257e-12,1.7596216518962494e-05,5.031870233727984e-07,83250.178413933,0.0353927714449976,0.0353927714449976,-3.6597353848331684e-13,-0.07555753209169325
2332,2.332000000000134e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.374170512,8.491362704055502,3285812974489256.0,165445797507.7324,6.044275618141726e-12,1.7596488983900546e-05,5.03179231999117e-07,83248.88932742222,0.0353929804722403,0.0353929804722403,-3.6604909637001353e-13,-0.07555823927481242
2333,2.3330000000001335e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.368402462,8.491362701864915,3285863704196275.0,165445797435.2586,6.04427562078943e-12,1.7596760656742165e-05,5.031714635163567e-07,83247.60402812976,0.0353931880059363,0.0353931880059363,-3.661246549618665e-13,-0.07555894240354633
2334,2.334000000000134e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.362636093,8.491362699674964,3285914285991406.0,165445797362.80585,6.044275623436366e-12,1.7597031537472277e-05,5.031637179228389e-07,83246.32251577801,0.0353933940460643,0.0353933940460643,-3.6620021425482067e-13,-0.07555964147741179
2335,2.335000000000134e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.35687136,8.491362697485634,3285964719871845.0,165445797290.37366,6.044275626082551e-12,1.759730162607587e-05,5.0315599521689e-07,83245.04479008981,0.0353935985926028,0.0353935985926028,-3.662757742448214e-13,-0.0755603364962667
2336,2.3360000000001346e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.35110827,8.491362695296932,3286015005834804.0,165445797217.96216,6.044275628727979e-12,1.7597570922537996e-05,5.031482953968407e-07,83243.77085078902,0.0353938016455307,0.0353938016455307,-3.663513349278133e-13,-0.07556102745979842
2337,2.3370000000001343e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.345346782,8.491362693108833,3286065143877503.5,165445797145.57068,6.044275631372677e-12,1.759783942684379e-05,5.031406184610254e-07,83242.50069759978,0.0353940032048268,0.0353940032048268,-3.6642689629974093e-13,-0.07556171436709747
2338,2.3380000000001344e-12,1e-15,ELECTRODE_ATTACHMENT,CONFIRMED,ATTACHMENT_ROI,2,22358648.339587063,8.491362690921406,3286115133997179.0,165445797073.20157,6.044275634016557e-12,1.7598107138978434e-05,5.031329644077837e-07,83241.23433024854,0.0353942032704708,0.0353942032704708,-3.6650245835654746e-13,-0.07556239721830593
