x_m,y_m,potential_V,Ex_V_m,Ey_V_m,E_mag_V_m,domain_id,cell_area_m2
1.7499999999999998e-06,1.4874999999999997e-05,106.25056260282781,24.309998732416464,-7143171.886131829,7143171.886173195,gas_gap,7.656249999999998e-13
1.7499999999999998e-06,1.5749999999999997e-05,112.50091211157198,39.412228419317266,-7143354.2973724445,7143354.29748117,gas_gap,7.656249999999998e-13
1.7499999999999998e-06,1.6624999999999998e-05,118.75146050667949,63.10831331195186,-7143632.759510053,7143632.759788809,gas_gap,7.656249999999998e-13
1.7499999999999998e-06,1.75e-05,125.00231048262752,99.83566909078934,-7144052.552324788,7144052.553022373,gas_gap,7.656249999999998e-13
1.7499999999999998e-06,1.8374999999999996e-05,131.25361209469145,156.07816568086028,-7144677.5888066245,7144677.590511418,gas_gap,7.656249999999998e-13
1.7499999999999998e-06,1.9249999999999997e-05,137.5055817433459,241.18644087273907,-7145596.793662884,7145596.797733286,gas_gap,7.656249999999998e-13
1.7499999999999998e-06,2.0124999999999998e-05,143.7585274318718,368.46927841171373,-7146932.096991626,7146932.106490079,gas_gap,7.656249999999998e-13
1.7499999999999998e-06,2.0999999999999995e-05,150.01288179022296,556.6205651895219,-7148848.214959388,7148848.236629064,gas_gap,7.656249999999998e-13
1.7499999999999998e-06,2.1874999999999996e-05,156.26924447413748,831.5513516195643,-7151564.302444746,7151564.350789249,gas_gap,7.656249999999998e-13
1.7499999999999998e-06,2.2749999999999997e-05,162.52843556511715,1228.6972581485168,-7155367.420519357,7155367.526013376,gas_gap,7.656249999999998e-13
1.7499999999999998e-06,2.3624999999999998e-05,168.79156146089107,1795.8655940582398,-7160627.55315565,7160627.77835471,gas_gap,7.656249999999998e-13
1.7499999999999998e-06,2.4499999999999996e-05,175.06009439540827,2596.6714065298547,-7167813.624659946,7167814.095005753,gas_gap,7.656249999999998e-13
1.7499999999999998e-06,2.5374999999999997e-05,181.33596609569256,3714.58438177771,-7177509.609919712,7177510.5711261025,gas_gap,7.656249999999998e-13
1.7499999999999998e-06,2.6249999999999998e-05,187.6216751053514,5257.566280614745,-7190429.400587054,7190431.322725355,gas_gap,7.656249999999998e-13
1.7499999999999998e-06,2.7124999999999995e-05,193.92040592773583,7363.219099696716,-7207428.611126417,7207432.372313957,gas_gap,7.656249999999998e-13
1.7499999999999998e-06,2.7999999999999996e-05,200.2361563356966,10204.286110347344,-7229511.013852046,7229518.215404334,gas_gap,7.656249999999998e-13
1.7499999999999998e-06,2.8874999999999997e-05,206.57386696729316,13994.251673160998,-7257826.833493405,7257840.325059294,gas_gap,7.656249999999998e-13
1.7499999999999998e-06,2.9749999999999995e-05,212.93954473843124,18992.67388283139,-7293659.778625268,7293684.507023676,gas_gap,7.656249999999998e-13
1.7499999999999998e-06,3.0625e-05,219.34036878230097,25509.76219819038,-7338399.523593902,7338443.862008526,gas_gap,7.656249999999998e-13
1.7499999999999998e-06,3.149999999999999e-05,225.78476477795618,33909.58917094649,-7393496.473777942,7393574.234969486,gas_gap,7.656249999999998e-13
1.7499999999999998e-06,3.2374999999999994e-05,232.28243094527318,44611.21368464453,-7460396.142609195,7460529.523099856,gas_gap,7.656249999999998e-13
